trade_id,trade_date,settle_date,asset_class,counterparty,side,quantity,price,notional,status,fail_reason,days_to_resolve,actual_settle_date,fail_status,days_late,aging_bucket,estimated_cost
T111846,2026-05-28,2026-06-01,Corporate Bond,Fenwick Custody Solutions,Sell,1346294,100.85,135771830.05,Settled On Time,,,,N/A,0.0,,0.0
T111847,2026-05-05,2026-05-06,ETF,Lindenmoor Securities,Sell,13119,112.28,1472981.57,Settled On Time,,,,N/A,0.0,,0.0
T111848,2026-03-17,2026-03-18,Equity,Oakferry Markets,Sell,8616,41.51,357671.15,Settled On Time,,,,N/A,0.0,,0.0
T111849,2026-06-19,2026-06-22,Equity,Journeyman Capital,Buy,13549,66.07,895225.53,Settled On Time,,,,N/A,0.0,,0.0
T111850,2026-05-01,2026-05-04,Equity,Quorum Custody Bank,Sell,12150,115.66,1405211.45,Settled On Time,,,,N/A,0.0,,0.0
T111851,2026-08-07,2026-08-10,Equity,Dunmore & Co.,Buy,9081,192.47,1747799.89,Settled On Time,,,,N/A,0.0,,0.0
T111852,2026-06-24,2026-06-25,Equity,Ironwood Clearing,Buy,1805,45.58,82275.62,Settled On Time,,,,N/A,0.0,,0.0
T111853,2026-05-15,2026-05-18,Government Bond,Meridian Capital Partners,Buy,1456696,99.21,144512203.33,Settled On Time,,,,N/A,0.0,,0.0
T111854,2026-03-04,2026-03-05,Equity,Bellwether Capital Partners,Buy,19201,217.19,4170239.58,Settled On Time,,,,N/A,0.0,,0.0
T111855,2026-06-05,2026-06-08,Equity,Sable Point Capital,Buy,10788,75.11,810240.11,Failed,Insufficient Funds,1.0,2026-06-09,Resolved,1.0,1-2 days,119.29
T111856,2026-07-29,2026-07-30,Equity,Thornfield Global Clearing,Buy,6793,96.54,655797.9,Settled On Time,,,,N/A,0.0,,0.0
T111857,2026-05-20,2026-05-21,ETF,Oakferry Markets,Sell,13248,225.58,2988484.0,Settled On Time,,,,N/A,0.0,,0.0
T111858,2026-06-23,2026-06-25,Corporate Bond,Oakferry Markets,Sell,228937,98.46,22542043.54,Settled On Time,,,,N/A,0.0,,0.0
T111859,2026-03-19,2026-03-20,ETF,Everline Global Markets,Buy,8979,63.86,573397.29,Settled On Time,,,,N/A,0.0,,0.0
T111860,2026-05-11,2026-05-12,Government Bond,Dunmore & Co.,Buy,205710,97.25,20005565.55,Settled On Time,,,,N/A,0.0,,0.0
T111861,2026-07-20,2026-07-21,Government Bond,Everline Global Markets,Sell,399797,97.39,38936122.44,Settled On Time,,,,N/A,0.0,,0.0
T111862,2026-05-13,2026-05-15,Corporate Bond,Caldera Prime Brokerage,Sell,144004,99.29,14298119.67,Settled On Time,,,,N/A,0.0,,0.0
T111863,2026-08-05,2026-08-07,Corporate Bond,Lindenmoor Securities,Sell,484869,98.84,47926791.8,Settled On Time,,,,N/A,0.0,,0.0
T111864,2026-05-11,2026-05-12,Equity,Thornfield Global Clearing,Sell,8913,25.9,230845.14,Settled On Time,,,,N/A,0.0,,0.0
T111865,2026-07-22,2026-07-23,ETF,Northbridge Prime Services,Sell,9093,56.5,513729.45,Settled On Time,,,,N/A,0.0,,0.0
T111866,2026-06-23,2026-06-24,Equity,Ridgeline Brokerage,Sell,8938,74.99,670277.67,Settled On Time,,,,N/A,0.0,,0.0
T111867,2026-08-17,2026-08-19,Corporate Bond,Thornfield Global Clearing,Buy,573012,99.51,57023241.79,Settled On Time,,,,N/A,0.0,,0.0
T111868,2026-06-02,2026-06-03,Equity,Northbridge Prime Services,Sell,19581,102.55,2008118.55,Settled On Time,,,,N/A,0.0,,0.0
T111869,2026-05-21,2026-05-22,Equity,Caldera Prime Brokerage,Sell,8041,33.7,270969.31,Settled On Time,,,,N/A,0.0,,0.0
T111870,2026-04-30,2026-05-01,Equity,Sable Point Capital,Buy,19706,8.81,173642.15,Settled On Time,,,,N/A,0.0,,0.0
T111871,2026-06-24,2026-06-26,Corporate Bond,Kestrel Institutional Brokers,Sell,129125,100.13,12929194.91,Settled On Time,,,,N/A,0.0,,0.0
T111872,2026-08-21,2026-08-25,Corporate Bond,Kestrel Institutional Brokers,Sell,1576232,98.91,155904613.13,Settled On Time,,,,N/A,0.0,,0.0
T111873,2026-03-27,2026-03-30,Equity,Thornfield Global Clearing,Sell,2724,60.6,165076.05,Settled On Time,,,,N/A,0.0,,0.0
T111874,2026-08-13,2026-08-14,ETF,Northbridge Prime Services,Sell,2437,13.21,32198.94,Settled On Time,,,,N/A,0.0,,0.0
T111875,2026-08-21,2026-08-24,Equity,Caldera Prime Brokerage,Buy,4094,46.97,192302.25,Settled On Time,,,,N/A,0.0,,0.0
T111876,2026-07-15,2026-07-17,Corporate Bond,Palisade Trading Group,Buy,78236,94.74,7411757.51,Settled On Time,,,,N/A,0.0,,0.0
T111877,2026-06-10,2026-06-11,Equity,Thornfield Global Clearing,Sell,3082,139.91,431192.97,Settled On Time,,,,N/A,0.0,,0.0
T111878,2026-07-31,2026-08-03,Equity,Everline Global Markets,Sell,18940,37.46,709427.24,Settled On Time,,,,N/A,0.0,,0.0
T111879,2026-04-14,2026-04-16,Corporate Bond,Journeyman Capital,Buy,728586,104.82,76372745.03,Settled On Time,,,,N/A,0.0,,0.0
T111880,2026-06-19,2026-06-22,ETF,Caldera Prime Brokerage,Buy,4981,39.66,197544.01,Settled On Time,,,,N/A,0.0,,0.0
T111881,2026-07-21,2026-07-23,Corporate Bond,Oakferry Markets,Buy,221505,100.3,22216705.13,Settled On Time,,,,N/A,0.0,,0.0
T111882,2026-07-21,2026-07-22,ETF,Caldera Prime Brokerage,Sell,1389,33.12,45998.13,Settled On Time,,,,N/A,0.0,,0.0
T111883,2026-06-11,2026-06-12,Government Bond,Ironwood Clearing,Buy,443621,95.31,42283416.3,Settled On Time,,,,N/A,0.0,,0.0
T111884,2026-05-06,2026-05-07,Equity,Northbridge Prime Services,Sell,11861,33.33,395341.05,Settled On Time,,,,N/A,0.0,,0.0
T111885,2026-08-17,2026-08-18,Equity,Quorum Custody Bank,Sell,9867,24.05,237270.57,Settled On Time,,,,N/A,0.0,,0.0
T111886,2026-06-26,2026-06-29,Government Bond,Greystone Trading LLC,Sell,942458,98.99,93297846.84,Settled On Time,,,,N/A,0.0,,0.0
T111887,2026-07-15,2026-07-16,Equity,Sable Point Capital,Buy,1483,35.13,52091.84,Settled On Time,,,,N/A,0.0,,0.0
T111888,2026-06-18,2026-06-22,Corporate Bond,Ashford Securities,Buy,1244834,100.31,124873890.12,Settled On Time,,,,N/A,0.0,,0.0
T111889,2026-08-04,2026-08-05,Equity,Dunmore & Co.,Buy,3412,353.14,1204917.9,Settled On Time,,,,N/A,0.0,,0.0
T111890,2026-05-22,2026-05-25,ETF,Caldera Prime Brokerage,Sell,18161,48.11,873709.84,Settled On Time,,,,N/A,0.0,,0.0
T111891,2026-06-04,2026-06-05,Equity,Oakferry Markets,Sell,18628,17.98,334959.86,Settled On Time,,,,N/A,0.0,,0.0
T111892,2026-07-21,2026-07-22,ETF,Harborview Asset Services,Buy,18872,37.94,715955.97,Settled On Time,,,,N/A,0.0,,0.0
T111893,2026-05-29,2026-06-02,Corporate Bond,Ashford Securities,Buy,1902857,99.36,189060113.13,Settled On Time,,,,N/A,0.0,,0.0
T111894,2026-04-10,2026-04-13,Equity,Palisade Trading Group,Buy,19273,21.44,413228.81,Settled On Time,,,,N/A,0.0,,0.0
T111895,2026-07-13,2026-07-14,Equity,Fenwick Custody Solutions,Buy,6620,52.56,347958.59,Settled On Time,,,,N/A,0.0,,0.0
T111896,2026-05-05,2026-05-06,Equity,Northbridge Prime Services,Sell,14248,217.5,3098930.28,Settled On Time,,,,N/A,0.0,,0.0
T111897,2026-03-17,2026-03-18,Equity,Lindenmoor Securities,Sell,6487,91.75,595190.8,Settled On Time,,,,N/A,0.0,,0.0
T111898,2026-05-05,2026-05-06,Equity,Caldera Prime Brokerage,Buy,19280,161.84,3120343.39,Settled On Time,,,,N/A,0.0,,0.0
T111899,2026-03-06,2026-03-09,Government Bond,Meridian Capital Partners,Sell,149319,101.27,15121631.19,Settled On Time,,,,N/A,0.0,,0.0
T111900,2026-08-04,2026-08-05,Equity,Ridgeline Brokerage,Buy,2879,41.7,120049.78,Settled On Time,,,,N/A,0.0,,0.0
T111901,2026-08-21,2026-08-24,Equity,Harborview Asset Services,Sell,1900,20.63,39204.07,Settled On Time,,,,N/A,0.0,,0.0
T111902,2026-04-15,2026-04-16,ETF,Quorum Custody Bank,Buy,2238,94.67,211860.53,Settled On Time,,,,N/A,0.0,,0.0
T111903,2026-08-11,2026-08-12,Equity,Fenwick Custody Solutions,Sell,7083,39.87,282378.01,Settled On Time,,,,N/A,0.0,,0.0
T111904,2026-07-03,2026-07-06,Equity,Fenwick Custody Solutions,Sell,3645,50.03,182374.81,Failed,Insufficient Securities (Long Fail),4.0,2026-07-10,Resolved,4.0,3-5 days,107.4
T111905,2026-08-18,2026-08-20,Corporate Bond,Dunmore & Co.,Buy,1177112,102.22,120329267.37,Settled On Time,,,,N/A,0.0,,0.0
T111906,2026-03-26,2026-03-30,Corporate Bond,Everline Global Markets,Sell,1123277,99.64,111928529.16,Settled On Time,,,,N/A,0.0,,0.0
T111907,2026-03-10,2026-03-12,Corporate Bond,Everline Global Markets,Buy,1165616,98.57,114891491.64,Settled On Time,,,,N/A,0.0,,0.0
T111908,2026-08-11,2026-08-12,Equity,Meridian Capital Partners,Sell,13853,55.02,762171.75,Settled On Time,,,,N/A,0.0,,0.0
T111909,2026-04-15,2026-04-17,Corporate Bond,Caldera Prime Brokerage,Buy,547901,98.76,54110145.35,Settled On Time,,,,N/A,0.0,,0.0
T111910,2026-06-12,2026-06-15,Government Bond,Kestrel Institutional Brokers,Buy,1041440,104.7,109039959.14,Settled On Time,,,,N/A,0.0,,0.0
T111911,2026-08-07,2026-08-10,Government Bond,Fenwick Custody Solutions,Sell,1777557,97.08,172569960.59,Settled On Time,,,,N/A,0.0,,0.0
T111912,2026-04-29,2026-04-30,Government Bond,Caldera Prime Brokerage,Sell,800093,100.58,80471536.07,Settled On Time,,,,N/A,0.0,,0.0
T111913,2026-03-13,2026-03-16,Equity,Quorum Custody Bank,Buy,18348,47.0,862410.05,Settled On Time,,,,N/A,0.0,,0.0
T111914,2026-07-20,2026-07-21,Government Bond,Kestrel Institutional Brokers,Sell,19118,99.57,1903540.01,Settled On Time,,,,N/A,0.0,,0.0
T111915,2026-05-19,2026-05-21,Corporate Bond,Fenwick Custody Solutions,Buy,747162,103.25,77147414.35,Settled On Time,,,,N/A,0.0,,0.0
T111916,2026-03-02,2026-03-04,Corporate Bond,Meridian Capital Partners,Sell,638115,100.11,63879883.5,Settled On Time,,,,N/A,0.0,,0.0
T111917,2026-04-29,2026-05-01,Corporate Bond,Sable Point Capital,Sell,1770796,99.39,176007599.24,Settled On Time,,,,N/A,0.0,,0.0
T111918,2026-06-02,2026-06-03,Government Bond,Fenwick Custody Solutions,Sell,556912,99.47,55398372.56,Settled On Time,,,,N/A,0.0,,0.0
T111919,2026-08-04,2026-08-05,Equity,Everline Global Markets,Sell,19150,82.56,1581006.38,Settled On Time,,,,N/A,0.0,,0.0
T111920,2026-04-08,2026-04-10,Corporate Bond,Northbridge Prime Services,Buy,731962,98.19,71874016.95,Settled On Time,,,,N/A,0.0,,0.0
T111921,2026-05-29,2026-06-02,Corporate Bond,Journeyman Capital,Buy,505420,98.54,49803290.19,Settled On Time,,,,N/A,0.0,,0.0
T111922,2026-03-31,2026-04-02,Corporate Bond,Northbridge Prime Services,Sell,1016677,102.74,104455336.41,Settled On Time,,,,N/A,0.0,,0.0
T111923,2026-04-20,2026-04-22,Corporate Bond,Dunmore & Co.,Sell,1543033,96.75,149289996.28,Settled On Time,,,,N/A,0.0,,0.0
T111924,2026-04-15,2026-04-16,Equity,Sable Point Capital,Buy,19648,33.17,651732.24,Settled On Time,,,,N/A,0.0,,0.0
T111925,2026-06-01,2026-06-02,Equity,Ashford Securities,Sell,3932,28.53,112183.64,Settled On Time,,,,N/A,0.0,,0.0
T111926,2026-06-25,2026-06-26,Equity,Fenwick Custody Solutions,Sell,1128,23.49,26501.81,Settled On Time,,,,N/A,0.0,,0.0
T111927,2026-03-18,2026-03-20,Corporate Bond,Meridian Capital Partners,Sell,758008,101.51,76944703.81,Settled On Time,,,,N/A,0.0,,0.0
T111928,2026-03-11,2026-03-13,Corporate Bond,Kestrel Institutional Brokers,Sell,60502,101.62,6148204.4,Settled On Time,,,,N/A,0.0,,0.0
T111929,2026-07-08,2026-07-10,Corporate Bond,Greystone Trading LLC,Buy,822883,100.15,82409171.71,Settled On Time,,,,N/A,0.0,,0.0
T111930,2026-04-20,2026-04-22,Corporate Bond,Thornfield Global Clearing,Sell,1678428,98.93,166047431.22,Settled On Time,,,,N/A,0.0,,0.0
T111931,2026-06-17,2026-06-18,ETF,Greystone Trading LLC,Buy,16984,36.9,626769.1,Settled On Time,,,,N/A,0.0,,0.0
T111932,2026-03-11,2026-03-12,Equity,Northbridge Prime Services,Buy,3634,63.02,229029.87,Settled On Time,,,,N/A,0.0,,0.0
T111933,2026-06-15,2026-06-17,Corporate Bond,Ironwood Clearing,Buy,1722146,95.05,163696725.66,Failed,Insufficient Funds,1.0,2026-06-18,Resolved,1.0,1-2 days,24099.8
T111934,2026-08-10,2026-08-11,Government Bond,Ironwood Clearing,Buy,148050,94.91,14051514.04,Settled On Time,,,,N/A,0.0,,0.0
T111935,2026-05-15,2026-05-19,Corporate Bond,Palisade Trading Group,Buy,1518653,101.49,154131771.98,Settled On Time,,,,N/A,0.0,,0.0
T111936,2026-06-10,2026-06-11,Government Bond,Harborview Asset Services,Buy,1277103,96.47,123198883.07,Settled On Time,,,,N/A,0.0,,0.0
T111937,2026-04-20,2026-04-21,Government Bond,Harborview Asset Services,Buy,1593422,104.94,167219955.5,Settled On Time,,,,N/A,0.0,,0.0
T111938,2026-04-17,2026-04-20,Equity,Palisade Trading Group,Buy,15191,58.79,893126.99,Settled On Time,,,,N/A,0.0,,0.0
T111939,2026-03-10,2026-03-12,Corporate Bond,Bellwether Capital Partners,Buy,1061246,94.71,100515730.71,Settled On Time,,,,N/A,0.0,,0.0
T111940,2026-05-22,2026-05-25,ETF,Ironwood Clearing,Sell,13635,76.16,1038478.94,Settled On Time,,,,N/A,0.0,,0.0
T111941,2026-08-17,2026-08-18,ETF,Fenwick Custody Solutions,Buy,6449,50.36,324749.51,Settled On Time,,,,N/A,0.0,,0.0
T111942,2026-03-18,2026-03-19,Equity,Journeyman Capital,Sell,2866,117.21,335933.49,Settled On Time,,,,N/A,0.0,,0.0
T111943,2026-05-12,2026-05-13,Equity,Lindenmoor Securities,Buy,13707,161.24,2210114.97,Settled On Time,,,,N/A,0.0,,0.0
T111944,2026-07-27,2026-07-28,Equity,Ironwood Clearing,Buy,11522,23.45,270182.02,Settled On Time,,,,N/A,0.0,,0.0
T111945,2026-05-26,2026-05-28,Corporate Bond,Thornfield Global Clearing,Buy,1958110,100.0,195811983.46,Settled On Time,,,,N/A,0.0,,0.0
T111946,2026-07-14,2026-07-15,Equity,Sable Point Capital,Buy,15821,55.5,878137.67,Settled On Time,,,,N/A,0.0,,0.0
T111947,2026-05-05,2026-05-06,Equity,Caldera Prime Brokerage,Buy,2426,47.29,114719.96,Settled On Time,,,,N/A,0.0,,0.0
T111948,2026-06-15,2026-06-16,ETF,Meridian Capital Partners,Sell,3240,35.31,114394.71,Settled On Time,,,,N/A,0.0,,0.0
T111949,2026-08-24,2026-08-25,Equity,Greystone Trading LLC,Buy,8838,18.62,164572.33,Settled On Time,,,,N/A,0.0,,0.0
T111950,2026-06-15,2026-06-16,Government Bond,Oakferry Markets,Sell,584018,102.53,59878081.0,Settled On Time,,,,N/A,0.0,,0.0
T111951,2026-07-20,2026-07-21,Equity,Journeyman Capital,Buy,1853,37.72,69901.58,Settled On Time,,,,N/A,0.0,,0.0
T111952,2026-07-01,2026-07-02,Equity,Thornfield Global Clearing,Sell,542,163.47,88600.98,Settled On Time,,,,N/A,0.0,,0.0
T111953,2026-03-16,2026-03-17,Government Bond,Sable Point Capital,Buy,606462,100.35,60857600.85,Settled On Time,,,,N/A,0.0,,0.0
T111954,2026-03-26,2026-03-30,Corporate Bond,Bellwether Capital Partners,Sell,221130,99.66,22036991.8,Settled On Time,,,,N/A,0.0,,0.0
T111955,2026-06-16,2026-06-18,Corporate Bond,Caldera Prime Brokerage,Sell,250347,101.8,25486347.26,Settled On Time,,,,N/A,0.0,,0.0
T111956,2026-04-29,2026-05-01,Corporate Bond,Ashford Securities,Buy,1427557,96.81,138205871.04,Settled On Time,,,,N/A,0.0,,0.0
T111957,2026-05-25,2026-05-26,Equity,Palisade Trading Group,Buy,14904,35.06,522558.95,Settled On Time,,,,N/A,0.0,,0.0
T111958,2026-05-25,2026-05-27,Corporate Bond,Everline Global Markets,Sell,1609181,96.66,155550729.42,Settled On Time,,,,N/A,0.0,,0.0
T111959,2026-07-20,2026-07-21,Equity,Oakferry Markets,Sell,11091,31.21,346140.22,Settled On Time,,,,N/A,0.0,,0.0
T111960,2026-08-24,2026-08-25,ETF,Greystone Trading LLC,Buy,12821,33.13,424779.7,Settled On Time,,,,N/A,0.0,,0.0
T111961,2026-08-25,2026-08-26,Equity,Greystone Trading LLC,Buy,15884,52.64,836206.35,Settled On Time,,,,N/A,0.0,,0.0
T111962,2026-03-12,2026-03-16,Corporate Bond,Meridian Capital Partners,Buy,426922,101.1,43163419.96,Settled On Time,,,,N/A,0.0,,0.0
T111963,2026-07-10,2026-07-13,Equity,Palisade Trading Group,Buy,1662,103.36,171778.41,Settled On Time,,,,N/A,0.0,,0.0
T111964,2026-07-07,2026-07-08,Equity,Lindenmoor Securities,Buy,6359,44.11,280506.64,Settled On Time,,,,N/A,0.0,,0.0
T111965,2026-07-31,2026-08-03,Equity,Lindenmoor Securities,Buy,2823,59.7,168541.28,Settled On Time,,,,N/A,0.0,,0.0
T111966,2026-05-14,2026-05-18,Corporate Bond,Oakferry Markets,Buy,624960,98.99,61863279.05,Settled On Time,,,,N/A,0.0,,0.0
T111967,2026-05-27,2026-05-28,Equity,Dunmore & Co.,Buy,11671,11.03,128751.95,Settled On Time,,,,N/A,0.0,,0.0
T111968,2026-05-19,2026-05-20,ETF,Lindenmoor Securities,Buy,651,64.27,41839.71,Settled On Time,,,,N/A,0.0,,0.0
T111969,2026-05-05,2026-05-06,Equity,Fenwick Custody Solutions,Sell,11290,81.5,920158.23,Failed,Settlement Instruction Error,2.0,2026-05-08,Resolved,2.0,1-2 days,270.94
T111970,2026-04-10,2026-04-14,Corporate Bond,Dunmore & Co.,Buy,467704,93.45,43706315.3,Settled On Time,,,,N/A,0.0,,0.0
T111971,2026-06-22,2026-06-23,Equity,Greystone Trading LLC,Sell,14873,63.74,947985.88,Settled On Time,,,,N/A,0.0,,0.0
T111972,2026-03-02,2026-03-03,Government Bond,Dunmore & Co.,Buy,650511,100.89,65627177.24,Settled On Time,,,,N/A,0.0,,0.0
T111973,2026-07-10,2026-07-13,Equity,Greystone Trading LLC,Sell,1879,101.42,190569.32,Settled On Time,,,,N/A,0.0,,0.0
T111974,2026-07-28,2026-07-29,Equity,Ashford Securities,Sell,1074,14.77,15864.0,Settled On Time,,,,N/A,0.0,,0.0
T111975,2026-04-08,2026-04-09,Equity,Oakferry Markets,Buy,17110,44.18,755911.82,Settled On Time,,,,N/A,0.0,,0.0
T111976,2026-04-06,2026-04-07,Equity,Greystone Trading LLC,Sell,12730,107.22,1364971.37,Settled On Time,,,,N/A,0.0,,0.0
T111977,2026-05-27,2026-05-28,ETF,Northbridge Prime Services,Sell,3020,142.52,430423.05,Settled On Time,,,,N/A,0.0,,0.0
T111978,2026-07-29,2026-07-30,Equity,Oakferry Markets,Buy,2453,36.97,90690.81,Settled On Time,,,,N/A,0.0,,0.0
T111979,2026-03-18,2026-03-19,Government Bond,Quorum Custody Bank,Sell,735872,101.73,74860494.2,Settled On Time,,,,N/A,0.0,,0.0
T111980,2026-05-14,2026-05-15,ETF,Bellwether Capital Partners,Sell,2193,32.73,71785.58,Settled On Time,,,,N/A,0.0,,0.0
T111981,2026-04-06,2026-04-07,Equity,Kestrel Institutional Brokers,Buy,5795,56.58,327907.88,Settled On Time,,,,N/A,0.0,,0.0
T111982,2026-07-29,2026-07-30,ETF,Ironwood Clearing,Buy,2785,56.45,157200.96,Settled On Time,,,,N/A,0.0,,0.0
T111983,2026-08-04,2026-08-05,Equity,Harborview Asset Services,Buy,8237,40.99,337612.41,Settled On Time,,,,N/A,0.0,,0.0
T111984,2026-03-12,2026-03-13,Equity,Quorum Custody Bank,Buy,8241,41.7,343619.66,Settled On Time,,,,N/A,0.0,,0.0
T111985,2026-03-24,2026-03-25,Equity,Bellwether Capital Partners,Buy,14691,123.59,1815704.23,Settled On Time,,,,N/A,0.0,,0.0
T111986,2026-03-26,2026-03-27,Equity,Greystone Trading LLC,Buy,7188,20.16,144899.19,Settled On Time,,,,N/A,0.0,,0.0
T111987,2026-07-22,2026-07-23,Equity,Palisade Trading Group,Buy,11976,52.71,631256.02,Settled On Time,,,,N/A,0.0,,0.0
T111988,2026-08-07,2026-08-10,Government Bond,Harborview Asset Services,Buy,1395873,98.16,137012327.38,Settled On Time,,,,N/A,0.0,,0.0
T111989,2026-05-05,2026-05-07,Corporate Bond,Bellwether Capital Partners,Sell,503380,99.48,50076940.28,Settled On Time,,,,N/A,0.0,,0.0
T111990,2026-03-26,2026-03-27,Government Bond,Dunmore & Co.,Buy,620307,98.28,60962952.51,Settled On Time,,,,N/A,0.0,,0.0
T111991,2026-06-25,2026-06-26,Equity,Greystone Trading LLC,Buy,14394,65.12,937338.73,Settled On Time,,,,N/A,0.0,,0.0
T111992,2026-08-05,2026-08-06,Government Bond,Everline Global Markets,Buy,771768,97.65,75365030.52,Settled On Time,,,,N/A,0.0,,0.0
T111993,2026-08-10,2026-08-11,Equity,Northbridge Prime Services,Sell,2120,105.28,223204.09,Settled On Time,,,,N/A,0.0,,0.0
T111994,2026-05-18,2026-05-19,Equity,Dunmore & Co.,Buy,9428,50.13,472631.38,Settled On Time,,,,N/A,0.0,,0.0
T111995,2026-07-16,2026-07-20,Corporate Bond,Palisade Trading Group,Buy,48498,104.92,5088567.45,Settled On Time,,,,N/A,0.0,,0.0
T111996,2026-08-18,2026-08-19,Equity,Greystone Trading LLC,Buy,5172,107.58,556393.55,Settled On Time,,,,N/A,0.0,,0.0
T111997,2026-07-24,2026-07-27,Equity,Bellwether Capital Partners,Buy,15225,52.55,800068.43,Settled On Time,,,,N/A,0.0,,0.0
T111998,2026-05-22,2026-05-26,Corporate Bond,Ashford Securities,Buy,418020,101.15,42280991.05,Settled On Time,,,,N/A,0.0,,0.0
T111999,2026-04-14,2026-04-16,Corporate Bond,Meridian Capital Partners,Buy,1381462,95.94,132541912.8,Settled On Time,,,,N/A,0.0,,0.0
T112000,2026-05-04,2026-05-05,ETF,Oakferry Markets,Buy,234,76.61,17926.01,Settled On Time,,,,N/A,0.0,,0.0
T112001,2026-05-01,2026-05-04,Equity,Caldera Prime Brokerage,Sell,2712,59.36,160993.87,Settled On Time,,,,N/A,0.0,,0.0
T112002,2026-08-24,2026-08-25,Equity,Greystone Trading LLC,Buy,6368,57.8,368051.36,Settled On Time,,,,N/A,0.0,,0.0
T112003,2026-07-08,2026-07-09,Government Bond,Palisade Trading Group,Buy,1782506,100.01,178262492.34,Settled On Time,,,,N/A,0.0,,0.0
T112004,2026-07-30,2026-07-31,Equity,Ridgeline Brokerage,Sell,12439,86.37,1074414.45,Settled On Time,,,,N/A,0.0,,0.0
T112005,2026-07-16,2026-07-17,Equity,Oakferry Markets,Buy,10871,79.78,867235.77,Settled On Time,,,,N/A,0.0,,0.0
T112006,2026-05-22,2026-05-25,Equity,Meridian Capital Partners,Sell,881,25.05,22068.71,Settled On Time,,,,N/A,0.0,,0.0
T112007,2026-07-17,2026-07-20,Government Bond,Oakferry Markets,Buy,1527779,96.05,146740408.54,Settled On Time,,,,N/A,0.0,,0.0
T112008,2026-06-22,2026-06-24,Corporate Bond,Fenwick Custody Solutions,Sell,1439672,100.91,145275917.02,Settled On Time,,,,N/A,0.0,,0.0
T112009,2026-07-09,2026-07-10,ETF,Bellwether Capital Partners,Buy,6739,53.85,362868.98,Settled On Time,,,,N/A,0.0,,0.0
T112010,2026-04-21,2026-04-22,Government Bond,Lindenmoor Securities,Buy,1858190,97.51,181188346.83,Settled On Time,,,,N/A,0.0,,0.0
T112011,2026-04-08,2026-04-09,Equity,Lindenmoor Securities,Buy,18149,63.56,1153470.49,Settled On Time,,,,N/A,0.0,,0.0
T112012,2026-03-31,2026-04-01,Government Bond,Quorum Custody Bank,Buy,720719,101.02,72805715.71,Settled On Time,,,,N/A,0.0,,0.0
T112013,2026-04-20,2026-04-21,Equity,Everline Global Markets,Sell,1636,79.72,130414.44,Settled On Time,,,,N/A,0.0,,0.0
T112014,2026-08-21,2026-08-24,Equity,Ridgeline Brokerage,Sell,8817,151.9,1339287.88,Settled On Time,,,,N/A,0.0,,0.0
T112015,2026-08-14,2026-08-17,Equity,Journeyman Capital,Buy,1300,26.95,35033.49,Settled On Time,,,,N/A,0.0,,0.0
T112016,2026-03-24,2026-03-25,Government Bond,Ironwood Clearing,Sell,1858339,98.44,182937119.12,Settled On Time,,,,N/A,0.0,,0.0
T112017,2026-06-05,2026-06-08,Government Bond,Thornfield Global Clearing,Buy,604213,94.25,56946023.85,Settled On Time,,,,N/A,0.0,,0.0
T112018,2026-08-14,2026-08-17,ETF,Kestrel Institutional Brokers,Sell,16049,15.92,255572.44,Settled On Time,,,,N/A,0.0,,0.0
T112019,2026-07-13,2026-07-14,Equity,Bellwether Capital Partners,Buy,11568,79.59,920719.46,Settled On Time,,,,N/A,0.0,,0.0
T112020,2026-06-16,2026-06-17,Equity,Fenwick Custody Solutions,Sell,7160,42.8,306430.49,Settled On Time,,,,N/A,0.0,,0.0
T112021,2026-06-15,2026-06-16,Equity,Lindenmoor Securities,Buy,13443,62.45,839459.91,Settled On Time,,,,N/A,0.0,,0.0
T112022,2026-04-27,2026-04-28,Equity,Everline Global Markets,Sell,12580,25.75,323972.88,Settled On Time,,,,N/A,0.0,,0.0
T112023,2026-08-12,2026-08-13,Equity,Dunmore & Co.,Buy,18255,54.09,987396.04,Failed,Insufficient Securities (Long Fail),5.0,2026-08-18,Resolved,5.0,3-5 days,726.83
